date,open,high,low,close,volume,ticker,pulled_at
2020-02-01,44.35759971811624,44.78958915654575,36.32649797442084,38.74171829223633,18805200,DOL.TO,2026-03-15 16:12:26
2020-03-01,39.42898055020609,42.109286806727255,34.06836803716376,38.329368591308594,35378600,DOL.TO,2026-03-15 16:12:26
2020-04-01,38.32937318544491,43.896162905776514,36.5228657352423,42.86527633666992,19411100,DOL.TO,2026-03-15 16:12:26
2020-05-01,42.47694697887807,46.01505294811237,40.413048705896735,45.87746047973633,16268600,DOL.TO,2026-03-15 16:12:26
2020-06-01,45.79884408983858,49.11090922775379,43.68580947198123,44.383602142333984,23806500,DOL.TO,2026-03-15 16:12:26
2020-07-01,44.99294214143641,49.238671750502036,44.37377589573705,48.1379280090332,19879000,DOL.TO,2026-03-15 16:12:26
2020-08-01,48.518250584612176,53.082821843582316,47.46564487414645,50.09223937988281,13136200,DOL.TO,2026-03-15 16:12:26
2020-09-01,50.190613673360176,51.89249015122016,47.25905733409687,50.210289001464844,14749600,DOL.TO,2026-03-15 16:12:26
2020-10-01,50.466056326744834,52.020373336261706,44.70131704263356,45.1341667175293,12402700,DOL.TO,2026-03-15 16:12:26
2020-11-01,45.29013391984184,52.33964157104492,44.719082602402274,52.33964157104492,18213000,DOL.TO,2026-03-15 16:12:26
2020-12-01,52.5365674366996,54.59431542588994,50.971103619508575,51.07940673828125,16552400,DOL.TO,2026-03-15 16:12:26
2021-01-01,51.443689415737815,53.265139117599524,48.99211289915003,49.21856689453125,12744800,DOL.TO,2026-03-15 16:12:26
2021-02-01,49.66630228076768,50.57290755404588,45.88220302357429,47.724979400634766,12476200,DOL.TO,2026-03-15 16:12:26
2021-03-01,48.0600186973352,55.11578501494172,47.43918903096723,54.711753845214844,18774200,DOL.TO,2026-03-15 16:12:26
2021-04-01,55.1256473037515,57.67794330720641,54.810306031902314,56.44614028930664,15282900,DOL.TO,2026-03-15 16:12:26
2021-05-01,56.56477051053939,56.66340358234481,51.50501244463071,51.78117752075195,20109700,DOL.TO,2026-03-15 16:12:26
2021-06-01,52.06720201989012,57.04805683929178,51.583909427725914,55.96311950683594,17854400,DOL.TO,2026-03-15 16:12:26
2021-07-01,56.14066043585004,58.428898900852076,55.469974327318994,57.94560623168945,7715500,DOL.TO,2026-03-15 16:12:26
2021-08-01,57.946872270324874,60.08902908614049,56.574706750036825,56.7918815612793,9383500,DOL.TO,2026-03-15 16:12:26
2021-09-01,57.0288077840527,57.76918523773319,54.14626960619769,54.23511505126953,16595000,DOL.TO,2026-03-15 16:12:26
2021-10-01,54.29434031614799,57.05841507000108,52.7049962971001,55.2222785949707,9394300,DOL.TO,2026-03-15 16:12:26
2021-11-01,55.569418930611704,58.27674618197428,54.176231343938106,54.522056579589844,7344600,DOL.TO,2026-03-15 16:12:26
2021-12-01,54.99633255445435,63.721045251077605,53.632786060102426,62.555118560791016,13191100,DOL.TO,2026-03-15 16:12:26
2022-01-01,63.068920888315986,64.96602584130393,59.620532458970466,64.80792999267578,11256400,DOL.TO,2026-03-15 16:12:26
2022-02-01,64.91944283105074,67.8860585807302,62.1209334965079,64.77111053466797,11895600,DOL.TO,2026-03-15 16:12:26
2022-03-01,64.40523456621717,71.5646737142583,64.04924002097778,70.11103057861328,17067900,DOL.TO,2026-03-15 16:12:26
2022-04-01,69.91324746328559,75.94537270587718,69.91324746328559,70.62523651123047,12169900,DOL.TO,2026-03-15 16:12:26
2022-05-01,70.65895332941761,72.82621856620499,64.11755676565187,72.5986099243164,14430300,DOL.TO,2026-03-15 16:12:26
2022-06-01,72.49965600389217,75.8445731622513,68.18490668352705,73.3507308959961,17421900,DOL.TO,2026-03-15 16:12:26
2022-07-01,73.32102614754425,78.77384070649123,73.31113537236175,76.80449676513672,11200800,DOL.TO,2026-03-15 16:12:26
2022-08-01,76.86130316756035,82.63506343917615,74.64291438328151,79.20844268798828,11744400,DOL.TO,2026-03-15 16:12:26
2022-09-01,78.78259193650973,82.43698972871866,74.30619170410644,78.53500366210938,16263000,DOL.TO,2026-03-15 16:12:26
2022-10-01,78.78260180530954,83.14014993597377,78.04973498110898,80.1690902709961,14278300,DOL.TO,2026-03-15 16:12:26
2022-11-01,80.97502874476172,82.07504505044054,74.67223547575793,81.5894546508789,13748500,DOL.TO,2026-03-15 16:12:26
2022-12-01,81.16331440537724,85.10751023624348,78.09120028909389,78.47769165039062,15739700,DOL.TO,2026-03-15 16:12:26
2023-01-01,78.67588972496482,84.94895345903281,78.21011614523282,78.8542709350586,13183800,DOL.TO,2026-03-15 16:12:26
2023-02-01,78.71014915256309,80.07867360623439,77.06394616255429,78.16471862792969,11494600,DOL.TO,2026-03-15 16:12:26
2023-03-01,78.04572753988549,81.84388879750715,73.74181159521432,80.09851837158203,15613300,DOL.TO,2026-03-15 16:12:26
2023-04-01,79.47375447515218,84.93794913783528,79.47375447515218,83.22232818603516,11245200,DOL.TO,2026-03-15 16:12:26
2023-05-01,83.46323257910701,84.82302402698068,80.75358484131907,81.96449279785156,11404600,DOL.TO,2026-03-15 16:12:26
2023-06-01,81.63695326358146,89.24978344048047,80.2076838166693,89.05127716064453,14285900,DOL.TO,2026-03-15 16:12:26
2023-07-01,89.01157401878518,89.329188608715,84.37638349393997,86.21259307861328,9538100,DOL.TO,2026-03-15 16:12:26
2023-08-01,85.93338771913024,87.44325314087317,83.62885149949582,87.02605438232422,10020300,DOL.TO,2026-03-15 16:12:26
2023-09-01,87.25452135300937,96.24420392866513,86.64859412394432,92.95626831054688,13521300,DOL.TO,2026-03-15 16:12:26
2023-10-01,93.22446882141396,96.55213886275769,91.96293696867248,94.06880187988281,9945500,DOL.TO,2026-03-15 16:12:26
2023-11-01,94.19989226961572,99.8065546052896,94.10048486905666,97.96749114990234,9080000,DOL.TO,2026-03-15 16:12:26
2023-12-01,97.77858254603532,101.20818613788165,89.3984130097616,94.92554473876953,14653600,DOL.TO,2026-03-15 16:12:26
2024-01-01,94.75655741458007,101.18831406695917,93.16601662815864,98.08675384521484,9801300,DOL.TO,2026-03-15 16:12:26
2024-02-01,98.42888446380893,107.23316438921147,97.63301417869552,104.43768310546875,8926400,DOL.TO,2026-03-15 16:12:26
2024-03-01,104.50731320684233,105.90007471447859,100.23947449849157,102.65692138671875,9966800,DOL.TO,2026-03-15 16:12:26
2024-04-01,102.66686729379349,116.57465016061785,99.78185472279027,114.24673461914062,13409600,DOL.TO,2026-03-15 16:12:26
2024-05-01,114.05076920118204,128.59709624830964,113.08499545696581,128.4377899169922,11195600,DOL.TO,2026-03-15 16:12:26
2024-06-01,127.033905089047,127.74081729290921,119.22807877607683,124.36559295654297,16936700,DOL.TO,2026-03-15 16:12:26
2024-07-01,124.31580137644295,131.6536745516388,123.84784864447114,128.86587524414062,11468400,DOL.TO,2026-03-15 16:12:26
2024-08-01,129.99525401247632,137.21887310324476,124.98355812162515,136.00331115722656,11025800,DOL.TO,2026-03-15 16:12:26
2024-09-01,135.71435020296894,138.37463247799096,124.53517000102318,138.03585815429688,15433600,DOL.TO,2026-03-15 16:12:26
2024-10-01,137.48789131839246,145.02037976919362,134.94716714645946,144.36277770996094,11266500,DOL.TO,2026-03-15 16:12:26
2024-11-01,144.56879742868892,152.51509737339398,141.32846231390795,145.4062957763672,13175800,DOL.TO,2026-03-15 16:12:26
2024-12-01,146.51300189347262,149.46420623698998,136.69230262668455,139.8628387451172,16114700,DOL.TO,2026-03-15 16:12:26
2025-01-01,140.3912779261621,141.99649095839086,132.3053936181574,137.12103271484375,14510200,DOL.TO,2026-03-15 16:12:26
2025-02-01,132.43268955735448,151.0295341434858,132.06353581901726,150.48080444335938,14635500,DOL.TO,2026-03-15 16:12:26
2025-03-01,149.6527356346458,155.8882662860894,146.88914418735624,153.5237579345703,16303700,DOL.TO,2026-03-15 16:12:26
2025-04-01,152.9051820196541,174.345435962695,146.6596800372885,169.70620727539062,19086000,DOL.TO,2026-03-15 16:12:26
2025-05-01,170.20167701548655,177.82875582725654,160.11875179231896,176.20150756835938,11685800,DOL.TO,2026-03-15 16:12:26
2025-06-01,175.51266505869387,196.1277506093353,174.04514992606238,191.54550170898438,12283600,DOL.TO,2026-03-15 16:12:26
2025-07-01,191.56547247114148,193.47224590966042,184.31775616355083,189.05972290039062,9069800,DOL.TO,2026-03-15 16:12:26
2025-08-01,188.79532997543532,198.43437931507185,181.59352713197612,187.0473175048828,11534800,DOL.TO,2026-03-15 16:12:26
2025-09-01,186.30816949251616,193.77967002805093,182.52246534180247,183.33154296875,12703900,DOL.TO,2026-03-15 16:12:26
2025-10-01,183.24165576062688,187.45686439435434,174.06209025601368,182.1029510498047,10893100,DOL.TO,2026-03-15 16:12:26
2025-11-01,182.21305437119955,204.2413431601719,178.62496701083285,199.8436737060547,10970200,DOL.TO,2026-03-15 16:12:26
2025-12-01,199.50385615509876,209.8483585475961,194.60646787547375,205.03091430664062,12504200,DOL.TO,2026-03-15 16:12:26
2026-01-01,205.68056016078484,207.6695074269812,182.59285321846423,183.4024200439453,13382200,DOL.TO,2026-03-15 16:12:26
2026-02-01,184.41000366210938,203.5,184.41000366210938,200.82000732421875,13690100,DOL.TO,2026-03-15 16:12:26
2026-03-01,200.0,202.77999877929688,190.08999633789062,194.75,5649344,DOL.TO,2026-03-15 16:12:26
